name,rating,average_price,average _delivery_time,location,cuisine,phone,features
Punjab Malwa,3.7,250,35,Ahmedabad,"North Indian, Biryani",+91 839-882-7803,"Outdoor Seating, Live Music, WiFi"
Punjab Paratha House,4.4,100,28,Bareilly,"North Indian, Fast Food",+91 992-242-9016,"Parking, Takeaway Available, Outdoor Seating, WiFi"
Punjab Paratha Hub,4.1,200,24,Ahmedabad,North Indian,+91 868-149-7809,"Parking, AC, Outdoor Seating, Takeaway Available"
Punjab Rasoi,3.8,200,21,Dehradun,North Indian,+91 827-600-4948,"Outdoor Seating, AC, Parking, Home Delivery"
Punjab Restaurant,3.6,100,25,Jabalpur,"North Indian, Street Food, Biryani",+91 805-875-6757,"WiFi, Outdoor Seating"
Punjab Restaurant,4.2,200,35,Dehradun,"North Indian, Biryani",+91 879-858-8917,"Live Music, Parking, Takeaway Available"
Punjab Restaurant Kartar Singh Da Dhaba,4.2,150,21,Nagpur,North Indian,+91 746-841-1933,"Takeaway Available, AC"
Punjab Sind Premium Dairy,4.3,150,39,Mumbai,Multicuisine,+91 791-274-6634,"WiFi, Live Music, Parking"
Punjab Sweet Corner,4.2,100,39,Delhi NCR,"South Indian, North Indian, Fast Food",+91 792-165-3788,"Takeaway Available, Parking"
Punjab Sweet Corner,4.2,150,28,NCR,"South Indian, North Indian, Fast Food",+91 822-907-3396,"Outdoor Seating, Parking, WiFi, Live Music"
Punjab Sweet House,4.1,100,21,Ranchi,"South Indian, Street Food",+91 860-632-2615,"AC, Home Delivery, Outdoor Seating, Takeaway Available"
Punjab Sweet House,4.3,150,43,Mumbai,"Street Food, Bakery",+91 959-903-4553,"Home Delivery, WiFi, AC"
Punjab Sweets & Family Restaurant,3.5,200,29,Meerut,"South Indian, North Indian, Fast Food, Street Food",+91 957-799-2195,"WiFi, Parking, Home Delivery, Live Music"
Punjabeez Cake Shopee,4,350,34,Patiala,Bakery,+91 741-870-7749,"Live Music, AC, Parking, WiFi"
Punjabeez Restaurant,3.5,150,21,Patiala,"North Indian, Fast Food, Bakery",+91 845-788-6109,"Live Music, Outdoor Seating, WiFi, Takeaway Available"
Punjabi Adda,3.7,150,26,Udaipur,"North Indian, Fast Food, Biryani",+91 852-972-2303,"Home Delivery, Live Music, Outdoor Seating, Parking"
Punjabi Amritsari Kulche Wale,3.9,100,28,Jaipur,North Indian,+91 856-340-1006,"Outdoor Seating, Parking, Home Delivery, WiFi"
Punjabi Angithi,2.8,200,24,Meerut,North Indian,+91 981-371-4718,"AC, Live Music, Parking"
Punjabi Angithi,4.1,100,60,Delhi NCR,"North Indian, Street Food",+91 795-944-6745,"Outdoor Seating, WiFi, Takeaway Available, Live Music"
Punjabi Angithi,4.3,150,44,Dehradun,"North Indian, Street Food",+91 841-388-9192,"Takeaway Available, Outdoor Seating"
Punjabi Bagh,3.8,200,38,Ahmedabad,"North Indian, Biryani",+91 832-225-4360,"AC, Outdoor Seating, WiFi, Takeaway Available"
Punjabi Biryani,3.5,150,40,Raipur,"North Indian, Fast Food, Biryani",+91 942-279-1451,"Live Music, Home Delivery, AC, Outdoor Seating"
Punjabi Bites,3.5,150,28,Raipur,North Indian,+91 814-461-4989,"Parking, AC"
Punjabi Bites (Chetak Circle),4.2,100,31,Udaipur,"North Indian, Biryani",+91 832-491-1908,"WiFi, Outdoor Seating, Takeaway Available"
Punjabi By DNA,3.4,300,32,Amritsar,North Indian,+91 882-520-8529,"Takeaway Available, Parking, Home Delivery"
Punjabi By Nature,3.5,200,49,Dehradun,"North Indian, Biryani",+91 907-416-2930,"Home Delivery, Parking, AC"
Punjabi By Taste,3.6,150,32,Bareilly,North Indian,+91 842-391-6134,"AC, Parking, WiFi"
Punjabi Chaap,2.9,200,27,Saharanpur,North Indian,+91 776-544-4622,"Parking, Takeaway Available"
Punjabi Chaap Bistro,4.1,500,23,Agra,"North Indian, Biryani",+91 902-323-1026,"Outdoor Seating, AC"
Punjabi Chaap Center,3.7,150,34,Meerut,"North Indian, Fast Food",+91 957-480-2408,"Live Music, Takeaway Available, Parking"
Punjabi Chaap Chatka,3.3,150,38,Jodhpur,"North Indian, Fast Food, Street Food, Biryani",+91 865-911-8370,"Parking, AC"
Punjabi Chaap Corner,3.6,50,23,Allahabad,"North Indian, Fast Food",+91 717-263-8434,"Live Music, WiFi, Takeaway Available, Outdoor Seating"
Punjabi Chaap Corner,3.7,200,20,Lucknow,"North Indian, Biryani",+91 951-611-1194,"Home Delivery, AC, Outdoor Seating"
Punjabi Chaap Corner,3.8,200,28,Patna,North Indian,+91 838-183-4548,"Live Music, WiFi, Parking, Home Delivery"
Punjabi Chaap Corner,3.8,250,26,Udaipur,"North Indian, Fast Food",+91 961-831-7180,"Home Delivery, Takeaway Available, WiFi"
Punjabi Chaap Corner,3.9,50,35,Meerut,"North Indian, Fast Food",+91 758-977-7808,"AC, Outdoor Seating, WiFi"
Punjabi Chaap Corner,3.9,100,33,NCR,Fast Food,+91 967-231-3997,"AC, Live Music, Parking"
Punjabi Chaap Corner,4,250,51,Delhi NCR,North Indian,+91 702-405-6151,"Takeaway Available, Live Music, Parking"
Punjabi Chaap Corner,4.1,150,23,Jalandhar,North Indian,+91 858-504-2273,"Parking, Takeaway Available, Outdoor Seating, AC"
Punjabi Chaap Corner,4.2,300,30,Kanpur,"North Indian, Fast Food",+91 954-969-9610,"Live Music, Takeaway Available, Parking, Home Delivery"
Punjabi Chaap Nation,3.9,200,42,Dharamshala,North Indian,+91 970-599-2556,"Live Music, Takeaway Available"
Punjabi Chacha Dhaba,2.8,12,51,NCR,North Indian,+91 722-743-2248,"AC, Home Delivery, Takeaway Available"
Punjabi Chaska,3.9,150,32,Jaipur,North Indian,+91 901-758-2295,"Outdoor Seating, Live Music, AC"
Punjabi Chaska,4.2,550,32,Allahabad,North Indian,+91 867-360-4014,"Outdoor Seating, WiFi, Home Delivery"
Punjabi Chaska Veg Restro,3.7,100,46,Jaipur,North Indian,+91 915-182-8803,"Parking, Home Delivery, Outdoor Seating"
Punjabi Chaskaa,3.7,250,46,Chandigarh,"North Indian, Biryani",+91 748-725-1605,"Live Music, Outdoor Seating, Takeaway Available"
Punjabi Chat Corner,4.4,150,25,Raipur,Street Food,+91 745-706-2225,"Home Delivery, WiFi, Live Music"
Punjabi Chatka,3.8,300,36,Jaipur,"North Indian, Biryani",+91 851-714-5815,"Home Delivery, AC, Takeaway Available"
Punjabi Chatkara,3.8,350,32,Jalandhar,"North Indian, Street Food",+91 810-464-4623,"Outdoor Seating, AC, WiFi, Live Music"
Punjabi Chef,4.3,150,46,Pune,"North Indian, Street Food",+91 826-839-4500,"Takeaway Available, Home Delivery"
Punjabi Chic Inn,4.3,100,27,Jodhpur,"North Indian, Fast Food",+91 921-545-2522,"Live Music, WiFi"
Punjabi Chicken,3.3,50,43,Indore,"North Indian, Biryani",+91 896-362-9319,"Home Delivery, AC, WiFi, Live Music"
Punjabi Chicken,3.4,100,47,Jaipur,North Indian,+91 831-322-2585,"Home Delivery, Parking"
Punjabi Chola Bhatura Point,4,100,29,Kota,"North Indian, Fast Food",+91 798-362-2044,"Takeaway Available, Parking, Outdoor Seating, WiFi"
Punjabi Chola Kulcha Point,3.6,300,30,Kota,Multicuisine,+91 946-836-8402,"Takeaway Available, AC, WiFi, Outdoor Seating"
Punjabi Chulha,3.4,100,56,Bangalore,North Indian,+91 821-320-7045,"Outdoor Seating, Parking, Takeaway Available, AC"
Punjabi Chulha,3.8,200,43,Goa,"North Indian, Biryani",+91 838-923-8935,"Takeaway Available, WiFi, Parking, Home Delivery"
Punjabi Chulha Swad E Punjab,3.7,200,42,Surat,"North Indian, Fast Food",+91 920-386-6479,"WiFi, Home Delivery"
Punjabi Chulla,3.8,350,35,Ludhiana,"North Indian, Fast Food, Biryani",+91 908-907-9656,"Live Music, Takeaway Available, Home Delivery"
Punjabi Combo Paratha House,3.5,350,41,Pune,"North Indian, Street Food",+91 728-546-3396,"WiFi, AC, Parking, Outdoor Seating"
Punjabi Culture,3.7,150,35,Surat,North Indian,+91 926-200-7344,"Home Delivery, Outdoor Seating"
Punjabi Curry House,3.5,300,51,Jaipur,"North Indian, Biryani",+91 777-909-5927,"Parking, Home Delivery, WiFi, Live Music"
Punjabi Deluxe Dhaba,4.1,150,28,Saharanpur,North Indian,+91 934-659-3932,"WiFi, Home Delivery, Takeaway Available, Outdoor Seating"
Punjabi Desi Paratha,4,250,54,Hyderabad,North Indian,+91 807-626-3698,"Takeaway Available, Parking"
Punjabi Dhaba,3.1,150,45,Kanpur,"North Indian, Biryani",+91 884-694-2694,"WiFi, Home Delivery, Takeaway Available"
Punjabi Dhaba,3.3,200,38,Dharamshala,North Indian,+91 859-837-6736,"WiFi, AC"
Punjabi Dhaba,3.4,250,57,Bangalore,"North Indian, Biryani",+91 867-554-8828,"Live Music, Takeaway Available, Outdoor Seating, Home Delivery"
Punjabi Dhaba,3.6,150,39,Meerut,North Indian,+91 980-657-2292,"Home Delivery, Outdoor Seating"
Punjabi Dhaba,3.7,100,24,Dehradun,"North Indian, Biryani",+91 960-530-3357,"Takeaway Available, Home Delivery"
Punjabi Dhaba,3.7,100,31,Udaipur,"South Indian, North Indian, Fast Food",+91 920-531-7147,"Outdoor Seating, Live Music, Parking"
Punjabi Dhaba,3.7,250,30,Lucknow,North Indian,+91 856-609-1209,"Home Delivery, WiFi, AC, Outdoor Seating"
Punjabi Dhaba,3.9,150,36,Kota,North Indian,+91 928-242-4043,"Parking, AC"
Punjabi Dhaba,3.9,350,41,Siliguri,North Indian,+91 751-586-5878,"Parking, WiFi, AC, Live Music"
Punjabi Dhaba,4,100,26,Ludhiana,"North Indian, Street Food",+91 796-957-2285,"Takeaway Available, WiFi, Parking, Home Delivery"
Punjabi Dhaba,4,100,57,Delhi NCR,North Indian,+91 931-529-2763,"AC, Parking, Live Music"
Punjabi Dhaba,4.1,100,16,Gorakhpur,North Indian,+91 748-915-6689,"Parking, Live Music, Home Delivery, Outdoor Seating"
Punjabi Dhaba,4.1,100,21,Chandigarh,North Indian,+91 984-107-3446,"Outdoor Seating, AC"
Punjabi Dhaba,4.1,100,24,Kota,North Indian,+91 817-737-6406,"AC, WiFi"
Punjabi Dhaba,4.1,100,33,Puducherry,"North Indian, Fast Food, Biryani",+91 861-586-5728,"Parking, AC, WiFi"
Punjabi Dhaba,4.1,150,28,Madurai,North Indian,+91 931-557-3712,"Outdoor Seating, AC"
Punjabi Dhaba - Aliganj,4.1,150,35,Lucknow,"North Indian, Biryani",+91 982-400-8079,"Home Delivery, WiFi, Takeaway Available, AC"
Punjabi Dhaba By MMPD,4.1,200,35,Jaipur,North Indian,+91 748-734-6092,"Outdoor Seating, Live Music"
Punjabi Dhaba Family Restaurant,3.8,200,22,Raipur,"North Indian, Street Food, Biryani",+91 894-962-6582,"Parking, AC, Live Music"
Punjabi Dhabha,3.5,100,36,Indore,North Indian,+91 993-638-9031,"Parking, Live Music, Takeaway Available, AC"
Punjabi Di Hatti,3.9,200,36,Surat,North Indian,+91 962-274-1533,"Parking, Outdoor Seating, Home Delivery, AC"
Punjabi Express,4.1,150,25,Kota,North Indian,+91 766-478-8126,"AC, Parking"
Punjabi Family Dhaba,4,100,42,Hyderabad,"North Indian, Biryani",+91 906-140-5197,"Home Delivery, Takeaway Available"
Punjabi Fast Food,4,200,30,Kota,North Indian,+91 747-732-3909,"WiFi, Outdoor Seating"
Punjabi Flavours Pure Veg,3.9,100,35,Udaipur,North Indian,+91 978-826-7872,"Home Delivery, Parking, Live Music"
Punjabi Food Junction,3.2,200,29,Amravati,North Indian,+91 735-460-1739,"Parking, Live Music, Takeaway Available, Outdoor Seating"
Punjabi Food Junction,4.1,250,49,Kolkata,"North Indian, Biryani",+91 768-242-7261,"Parking, Outdoor Seating, WiFi"
Punjabi Food On Location,3.5,100,39,Ahmedabad,North Indian,+91 752-578-1609,"Home Delivery, Outdoor Seating, Takeaway Available, Parking"
Punjabi Food On Way,3.5,200,41,Ahmedabad,North Indian,+91 774-452-9392,"Outdoor Seating, Takeaway Available, Parking"
Punjabi Foods,3.6,200,41,Dehradun,"North Indian, Fast Food, Biryani",+91 748-490-2456,"WiFi, Takeaway Available, Live Music, Outdoor Seating"
Punjabi Foods,3.8,150,52,Dehradun,"North Indian, Biryani",+91 900-126-8629,"Parking, Live Music"
Punjabi Foods Cafe,3.3,150,27,Kota,"North Indian, Street Food",+91 871-425-1325,"Live Music, AC, Takeaway Available"
Punjabi Golagappa Wala,4.1,50,28,Bikaner,Street Food,+91 810-245-3950,"Home Delivery, Outdoor Seating"
Punjabi Handi,4,100,29,Allahabad,Multicuisine,+91 864-993-7757,"AC, Home Delivery, Outdoor Seating, Parking"
Punjabi Hotel,4.1,200,33,Kolkata,North Indian,+91 908-855-2930,"Home Delivery, AC, WiFi, Live Music"
Punjabi House,4,250,37,Trivandrum,North Indian,+91 944-856-9304,"Parking, AC, Takeaway Available, WiFi"
Punjabi Hut,3.4,400,43,Vadodara,North Indian,+91 841-177-6462,"WiFi, Parking"
Punjabi Hut,3.6,150,43,NCR,"North Indian, Fast Food",+91 787-449-3213,"WiFi, Live Music"
Punjabi Hut,3.9,200,36,Agra,"North Indian, Biryani",+91 800-618-2502,"Parking, Home Delivery, Outdoor Seating, AC"
Punjabi Kadhai,4.2,250,42,Siliguri,North Indian,+91 913-420-3940,"Home Delivery, Takeaway Available, Live Music, WiFi"
Punjabi Khana And Chinese Food,3.4,50,50,Vadodara,"North Indian, Street Food, Biryani",+91 867-354-8623,"Home Delivery, AC, Parking"
Punjabi Kitchen,3.3,100,57,Kanpur,"North Indian, Fast Food",+91 961-539-2220,"Takeaway Available, Outdoor Seating, Live Music, Parking"
Punjabi Kitchen,3.3,200,32,Kota,"North Indian, Fast Food",+91 837-148-8916,"Takeaway Available, Live Music, Home Delivery"
Punjabi Kitchen,3.9,150,30,Dehradun,North Indian,+91 741-201-3487,"WiFi, Home Delivery, AC, Parking"
Punjabi Kitchen,4,300,38,Ranchi,North Indian,+91 814-770-7512,"Live Music, AC"
Punjabi Kitchen,4.1,100,35,Ranchi,"North Indian, Biryani",+91 907-201-5714,"Home Delivery, Takeaway Available, WiFi"
Punjabi Kitchen,4.1,150,39,Pune,North Indian,+91 861-549-2067,"Home Delivery, Parking"
Punjabi Laziz,4,200,28,Indore,"North Indian, Fast Food",+91 970-349-3568,"Outdoor Seating, Parking, Takeaway Available"
Punjabi Laziz,4.1,150,32,Udaipur,"North Indian, Biryani",+91 982-970-6254,"Live Music, AC, Parking, Home Delivery"
Punjabi Lunch Bunch,3.1,100,25,Kota,"North Indian, Street Food",+91 916-708-5087,"Takeaway Available, WiFi, Home Delivery, Live Music"
Punjabi Mathri,4.2,100,26,Kota,Street Food,+91 842-157-6625,"Live Music, WiFi, Outdoor Seating"
Punjabi Mathri,4.3,200,18,Kota,Street Food,+91 790-596-9797,"Home Delivery, WiFi, Takeaway Available"
Punjabi Munch Box,4.3,100,57,Indore,North Indian,+91 899-235-4043,"Outdoor Seating, Home Delivery"
Punjabi Nawabi,3.8,100,45,Bangalore,"North Indian, Biryani",+91 987-500-4271,"WiFi, Takeaway Available, Parking, AC"
Punjabi Nitin Vaishno Dhaba,3.7,150,40,NCR,North Indian,+91 856-747-9839,"WiFi, Parking"
Punjabi Panda,4,250,52,Kolkata,"North Indian, Fast Food, Biryani",+91 827-196-2890,"Outdoor Seating, Takeaway Available, Live Music, Home Delivery"
Punjabi Paneer,4.4,100,33,Mumbai,Multicuisine,+91 903-381-1170,"AC, Takeaway Available"
Punjabi Paneer Farm,3.6,200,38,Jaipur,North Indian,+91 896-852-2371,"Live Music, Home Delivery, Outdoor Seating"
Punjabi Parade,3.8,250,36,Udaipur,"North Indian, Street Food",+91 779-203-1155,"Outdoor Seating, Takeaway Available, Parking, WiFi"
Punjabi Paradise,3.7,250,52,Chandigarh,North Indian,+91 782-930-9846,"Live Music, Outdoor Seating"
Punjabi Parantha House,4.1,150,27,Kota,North Indian,+91 946-216-1194,"Takeaway Available, WiFi, Outdoor Seating"
Punjabi Paratha,4.1,100,36,Jodhpur,North Indian,+91 753-199-5782,"Live Music, AC"
Punjabi Paratha,4.3,150,40,Kolkata,"North Indian, Fast Food, Street Food",+91 888-589-3986,"WiFi, AC, Takeaway Available"
Punjabi Paratha And Shahi Sabjiya,4,300,36,Jodhpur,"North Indian, Fast Food",+91 801-501-5743,"WiFi, Takeaway Available"
Punjabi Paratha House,4,50,40,Hyderabad,North Indian,+91 771-267-2821,"AC, WiFi, Parking"
Punjabi Prantha King,3.5,300,37,Jalandhar,"North Indian, Street Food",+91 962-434-1493,"WiFi, Takeaway Available"
Punjabi Pranthe,3.6,150,44,Chandigarh,North Indian,+91 764-368-7232,"Outdoor Seating, Parking"
Punjabi Pratha's,4.4,150,44,Dhanbad,North Indian,+91 751-181-9454,"WiFi, AC"
Punjabi Pure Veg Restaurant Since 1994,3.6,150,55,Bangalore,North Indian,+91 923-282-8706,"Parking, AC, Outdoor Seating"
Punjabi Rasoi,2.9,450,48,Ludhiana,"North Indian, Fast Food",+91 835-334-1233,"Outdoor Seating, Home Delivery, Parking"
Punjabi Rasoi,3,250,40,Surat,North Indian,+91 891-260-4759,"Live Music, Home Delivery, WiFi, Parking"
Punjabi Rasoi,3.4,100,27,Jalandhar,North Indian,+91 864-724-5964,"Outdoor Seating, AC, Takeaway Available"
Punjabi Rasoi,3.7,100,38,Mangalore,"North Indian, Fast Food",+91 805-635-5419,"AC, WiFi, Parking"
Punjabi Rasoi,3.7,150,49,NCR,"North Indian, Fast Food",+91 901-504-4427,"AC, WiFi, Outdoor Seating, Home Delivery"
Punjabi Rasoi,3.8,300,19,Kota,Multicuisine,+91 711-522-9828,"Live Music, WiFi, Parking, Outdoor Seating"
Punjabi Rasoi,4,100,47,Jalandhar,Fast Food,+91 828-337-9371,"Home Delivery, Live Music"
Punjabi Rasoi,4.1,150,27,Chandigarh,North Indian,+91 918-773-8560,"Home Delivery, Live Music, Parking"
Punjabi Rasoi,4.2,150,43,Meerut,Fast Food,+91 911-724-9157,"Parking, Outdoor Seating, Home Delivery, WiFi"
Punjabi Rasoi,4.2,250,35,Jaipur,North Indian,+91 834-925-9462,"AC, Home Delivery, WiFi, Takeaway Available"
Punjabi Rasoi,4.4,100,43,Allahabad,North Indian,+91 984-228-8113,"Takeaway Available, Home Delivery, Live Music, WiFi"
Punjabi Rasoi & Mess,2.9,100,33,Belgaum,North Indian,+91 861-390-3826,"Takeaway Available, Home Delivery, Outdoor Seating, WiFi"
Punjabi Rasoi Restaurant,3.8,100,37,Dehradun,"North Indian, Street Food, Biryani",+91 894-855-6068,"Parking, Outdoor Seating, WiFi"
Punjabi Restaurant,3.6,150,32,Madurai,North Indian,+91 845-653-2515,"Home Delivery, Live Music, WiFi, Outdoor Seating"
Punjabi Restaurant,3.9,100,34,Udaipur,North Indian,+91 859-510-5705,"WiFi, Live Music, Outdoor Seating"
Punjabi Roti,3.6,100,36,Goa,"North Indian, Street Food",+91 790-768-6508,"Parking, Outdoor Seating"
Punjabi Swad,4.3,100,46,NCR,North Indian,+91 868-229-1564,"WiFi, Home Delivery, Outdoor Seating, AC"
Punjabi Tadka,3.3,200,49,Allahabad,North Indian,+91 745-899-4303,"Parking, Outdoor Seating"
Punjabi Tadka,3.4,100,33,Gorakhpur,Bakery,+91 966-395-1644,"WiFi, Parking, Live Music, AC"
Punjabi Tadka,3.5,200,25,Moradabad,North Indian,+91 935-235-5879,"Outdoor Seating, Home Delivery, AC"
Punjabi Tadka,3.6,100,26,Ahmedabad,"North Indian, Biryani",+91 715-277-7734,"Outdoor Seating, Live Music"
Punjabi Tadka,3.6,100,32,Lucknow,North Indian,+91 984-968-3830,"Live Music, WiFi"
Punjabi Tadka,3.6,400,36,Vadodara,"North Indian, Biryani",+91 972-195-1764,"Home Delivery, Parking, WiFi"
Punjabi Tadka,3.8,150,37,Meerut,North Indian,+91 795-132-1526,"AC, Home Delivery, Parking"
Punjabi Tadka,3.8,250,43,Indore,"North Indian, Biryani",+91 895-923-1169,"Live Music, Parking"
Punjabi Tadka,4,100,34,Amritsar,North Indian,+91 914-622-5225,"Live Music, Parking, AC, Outdoor Seating"
Punjabi Tadka,4.1,100,33,Belgaum,North Indian,+91 761-633-9864,"AC, WiFi, Parking, Outdoor Seating"
Punjabi Tadka,4.1,150,38,Bareilly,North Indian,+91 972-443-1013,"WiFi, Takeaway Available, Outdoor Seating"
Punjabi Tadka and Grill,3.4,100,41,Jaipur,North Indian,+91 884-657-5813,"Takeaway Available, Parking"
Punjabi Tadka Dhaba,3.6,150,43,Jaipur,"North Indian, Biryani",+91 820-828-7832,"AC, Outdoor Seating, Takeaway Available, Home Delivery"
Punjabi Tadka Dhaba,3.7,150,43,Agra,North Indian,+91 872-276-7195,"Parking, AC, Home Delivery"
Punjabi Tadka Family Restaurant,4,100,45,Rishikesh,"South Indian, North Indian, Fast Food, Street Food",+91 780-785-3958,"Takeaway Available, Parking"
Punjabi Tadka Pure Veg Restaurant,3.4,200,36,Kota,"North Indian, Street Food",+91 862-135-2241,"WiFi, Outdoor Seating, Home Delivery"
Punjabi Tadka Pure Veg Restaurant,3.6,100,38,Jaipur,"North Indian, Fast Food",+91 993-577-4732,"Outdoor Seating, Home Delivery, WiFi"
Punjabi Tadka Restaurant,3,250,39,Kota,"North Indian, Street Food",+91 882-424-5248,"Takeaway Available, Parking, WiFi"
Punjabi Tadka Restaurant,3.4,100,38,Jaipur,North Indian,+91 819-154-6400,"Takeaway Available, AC"
Punjabi Tadka Tiffin Center,4.2,150,30,Bareilly,"North Indian, Street Food",+91 920-921-3158,"AC, Takeaway Available, Live Music, Home Delivery"
Punjabi Tadkaa,3.7,200,41,Udaipur,North Indian,+91 878-684-5232,"Takeaway Available, WiFi, Outdoor Seating, Parking"
Punjabi Thali Bazaar,4,200,26,Kota,North Indian,+91 830-827-2049,"WiFi, Home Delivery, AC, Parking"
Punjabi Thali Junction,3.6,200,31,Udaipur,North Indian,+91 884-449-8605,"Live Music, AC, Parking"
Punjabi Tiffin Service,3.9,150,42,Kanpur,North Indian,+91 970-528-4234,"Parking, Takeaway Available, Live Music"
Punjabi Unplugged,4,200,49,Bangalore,North Indian,+91 790-213-1875,"Live Music, Parking, WiFi, AC"
Punjabi Vaishno Dhaba,3.4,500,29,Ludhiana,North Indian,+91 717-888-2727,"Takeaway Available, AC"
Punjabi Vaishno Dhaba,3.5,100,42,NCR,North Indian,+91 950-270-1953,"Live Music, AC"
Punjabi Vaishno Dhaba,4.3,200,20,Meerut,North Indian,+91 869-142-8315,"AC, Parking, Live Music, WiFi"
Punjabi Zaika,4,100,32,NCR,North Indian,+91 914-817-4656,"Takeaway Available, WiFi, Live Music"
Punjabi Zayka,3.7,100,29,Jalandhar,North Indian,+91 802-213-2090,"WiFi, Home Delivery, Live Music"
Punjabic Foods,4.1,100,28,Lucknow,"North Indian, Fast Food, Street Food",+91 940-620-6930,"Takeaway Available, Outdoor Seating, Home Delivery, Parking"
Punjabis,4.1,200,53,NCR,"North Indian, Fast Food, Street Food",+91 742-363-4682,"AC, Takeaway Available, Live Music, WiFi"
Punjabis,4.1,200,54,Delhi NCR,"North Indian, Fast Food, Street Food",+91 798-939-1617,"WiFi, Live Music, Home Delivery"
Punjabis Kitchen,4.2,250,45,Kolkata,North Indian,+91 700-620-4069,"Live Music, Takeaway Available, AC, Home Delivery"
Punjabiyaan Di Rasoi,4.1,350,29,Jhansi,North Indian,+91 844-594-9045,"Outdoor Seating, Takeaway Available, WiFi"
Punjabiyat - By Jassi De Parathe,4.3,200,40,Ahmedabad,"North Indian, Street Food",+91 957-136-4754,"Outdoor Seating, WiFi, AC, Takeaway Available"
Punjab's Tadka,4,150,27,Raipur,"North Indian, Fast Food, Biryani",+91 800-373-8097,"Home Delivery, Takeaway Available"
Puppy's Bakery,3.7,250,37,Madurai,"Fast Food, Bakery",+91 928-274-7829,"Parking, Takeaway Available, WiFi, Live Music"
Puppy's Bakery,3.8,150,43,Madurai,"Fast Food, Street Food, Bakery",+91 968-124-7326,"Live Music, WiFi, Parking"
Puran Dhaba,4.1,12,43,NCR,North Indian,+91 713-835-3985,"Outdoor Seating, WiFi, Live Music"
Puran Dhaba,4.1,150,61,Delhi NCR,North Indian,+91 764-875-1736,"Parking, Takeaway Available, Home Delivery, WiFi"
Purana Bangali Fish & Chicken,3.8,150,40,Ludhiana,North Indian,+91 922-527-1279,"WiFi, Parking, AC"
Purane Pandit Restaurant,4.1,200,38,Jaipur,"South Indian, North Indian, Street Food",+91 994-388-2075,"WiFi, Home Delivery, Takeaway Available, Parking"
Purbasha International Hotel,4,100,31,Asansol,"North Indian, Biryani",+91 838-385-6361,"Outdoor Seating, Parking, Takeaway Available, Live Music"
Pure Beans & Creams,4.4,200,23,Vadodara,Multicuisine,+91 944-776-3370,"Outdoor Seating, WiFi, Parking, Live Music"
Pure Chinese,3.1,100,30,Meerut,Multicuisine,+91 896-452-1262,"Live Music, WiFi"
Pure Desi,3.3,250,45,Guwahati,"South Indian, North Indian, Street Food",+91 894-650-7251,"AC, Parking"
Pure Eats,4.5,100,33,Ajmer,Multicuisine,+91 980-850-8733,"WiFi, Parking, AC"
Pure NZ By Tathastu Kitchens,4.2,100,29,Raipur,"North Indian, Fast Food",+91 824-413-7887,"Takeaway Available, Outdoor Seating, Home Delivery"
Pure Punjabi,3.8,150,30,Guwahati,"North Indian, Fast Food, Street Food",+91 710-428-4463,"Parking, WiFi, Takeaway Available"
Pure Veg Meals By LunchBox,3.3,100,28,Ahmedabad,North Indian,+91 919-744-7509,"Home Delivery, Parking, Live Music"
Pure Veg Meals By LunchBox,3.3,150,39,Surat,North Indian,+91 990-344-6381,"Outdoor Seating, Live Music, WiFi"
Pure Veg Meals By LunchBox,3.4,150,25,Salem,North Indian,+91 789-503-8853,"Live Music, Parking"
Pure Veg Meals By LunchBox,3.4,200,30,Nellore,North Indian,+91 745-954-2388,"Home Delivery, Outdoor Seating, WiFi"
Pure Veg Meals By LunchBox,3.5,100,45,Mysore,North Indian,+91 983-544-1961,"WiFi, Home Delivery, Outdoor Seating, Live Music"
Pure Veg Meals By LunchBox,3.6,150,32,Ludhiana,North Indian,+91 979-615-9479,"AC, Home Delivery, Outdoor Seating, Parking"
Pure Veg Meals By LunchBox,3.6,200,28,Belgaum,North Indian,+91 888-314-2861,"Parking, Takeaway Available"
Pure Veg Meals By LunchBox,3.7,100,27,Udaipur,North Indian,+91 726-341-5417,"WiFi, Parking, AC"
Pure Veg Meals By LunchBox,3.7,250,20,Vijayawada,North Indian,+91 911-900-2109,"Takeaway Available, Outdoor Seating, Live Music"
Pure Veg Meals By LunchBox,3.7,250,23,Nagpur,North Indian,+91 971-121-8974,"Parking, Takeaway Available"
Pure Veg Meals By LunchBox,3.7,300,31,Goa,North Indian,+91 763-816-5873,"WiFi, Outdoor Seating"
Pure Veg Meals By LunchBox,3.8,150,32,Coimbatore,North Indian,+91 786-350-7700,"Live Music, Outdoor Seating, AC, WiFi"
Pure Veg Meals By LunchBox,3.8,200,22,Lucknow,North Indian,+91 986-535-2858,"WiFi, Parking"
Pure Veg Meals By LunchBox,3.8,200,34,NCR,North Indian,+91 711-637-6976,"AC, Home Delivery"
Pure Veg Meals By LunchBox,3.8,200,35,Delhi NCR,North Indian,+91 820-643-8485,"Home Delivery, Outdoor Seating, Live Music, Takeaway Available"
Pure Veg Meals By LunchBox,3.9,100,33,Jabalpur,North Indian,+91 941-589-4291,"AC, Takeaway Available"
Pure Veg Meals By LunchBox,3.9,200,22,Jamshedpur,North Indian,+91 784-734-7958,"WiFi, Home Delivery, Outdoor Seating, Takeaway Available"
